school_code,position_title,sanctioned_posts
23079,High School Assistant Natural Science (HG),1
23079,High School Assistant Physical Science (HG),1
23079,High School Assistant Social Science,1
23079,High School Assistant Social Science (Snr Grade),1
23079,LPSA(13210),1
23079,Teacher (L P School) Gr II,1
23079,UP School Assistant,7
23080,Clerk,1
23080,Drawing Teacher Snr Gr,2
23080,High School Assistant,1
23080,High School Assistant English (Snr Gr),1
23080,High School Assistant English(HG),1
23080,High School Assistant Mathematics,1
23080,High School Assistant Natural Science (HG),2
23080,High School Assistant Physical Science,1
23080,High School Assistant Physical Science (HG),1
23080,High School Assistant Social Science,1
23080,Teacher (U P School) Gr II,4
23080,UP School Assistant,4
23080,UP School Assistant (Sel Gr),1
23081,High School Assistant Hindi,1
23081,High School Assistant Malayalam(Snr Gr),1
23081,High School Assistant Mathematics,1
23081,L P School Assistant,1
23081,Office Attendant Gr II (15 Yrs HG),1
23081,P D Teacher (Senior Grade),1
23081,Teacher (LP/UP) - Arabic (Grade II),1
23081,UP School Assistant,1
23081,UP School Assistant (Snr Gr),1
23083,High School Assistant,2
23083,High School Assistant Malayalam(Snr Gr),1
23083,High School Assistant Mathematics,1
23083,High School Assistant Natural Science (HG),1
23083,Music Teacher (Selection Grade),1
23083,Physical Education Teacher,1
23085,FTM,1
23085,High School Assistant English (Snr Gr),1
23085,High School Assistant English(HG),1
23085,High School Assistant Malayalam(HG),3
23085,High School Assistant Mathematics,1
23085,High School Assistant Mathematics (Snr Gr),2
23085,High School Assistant Physical Science (HG),1
23085,High School Assistant Social Science (HG),1
23085,High School Assistant Social Science (Snr Grade),2
23085,LD Clerk (15 Yrs HG) (26500 - 56700),1
23085,Office Attendant Gr II (15 Yrs HG),1
23201,Headmaster/Headmistress LP/UP,1
23201,Part Time Menial,1
23201,Part Time Sweeper(4850-7500),1
23202,Headmaster/Headmistress LP/UP,1
23202,L P School Assistant,3
23203,Headmaster LP/UP,1
23203,L P School Assistant,4
23204,Headmaster LP/UP,1
23204,Part Time Sweeper(4250-6700),1
23205,Headmaster LP/UP,1
23205,Teacher (L P School) Gr I,1
23206,Headmaster/Headmistress LP/UP,1
23206,Teacher (L P School)(Snr Gr),2
23207,Headmaster/Headmistress LP/UP,1
23207,L P School Assistant (Snr Gr),4
23209,BRC Trainer,1
23209,Part Time Sweeper(4850-7500),1
23209,UP School Assistant (Sel Gr),1
23210,Headmaster/Headmistress LP/UP,1
23210,Teacher (L P School) Gr II,2
23211,Headmistress LP/UP,1
23211,L P School Assistant (HG),2
23212,Headmaster LP/UP,1
23212,Headmaster/Headmistress LP/UP,1
23213,L P School Assistant (HG),1
23214,UP School Assistant (HG),1
23215,Headmaster LP/UP,1
23215,L P School Assistant,4
23216,Teacher (L P School)(Sel Gr),1
23217,Headmaster LP/UP (HG),1
23217,Teacher (L P School)(Snr Gr),1
23218,L P School Assistant,9
23218,L P School Assistant (Sel.Gr),1
23218,Teacher (L P School) Gr II,2
23220,Headmaster/Headmistress LP/UP,1
23220,P D Teacher (Senior Grade),1
23220,Teacher (U P School) Snr Gr,1
23221,Headmistress HG,1
23221,L P School Assistant (Snr Gr),2
23222,Teacher (L P School) Gr I,3
23222,Teacher (L P School)(Sel Gr),3
23222,Teacher (LP/UP) - Arabic (Senior Grade),1
23223,Headmaster LP/UP,1
23223,L P School Assistant,13
23223,L P School Assistant HG,1
23224,L P School Assistant HG,1
23224,P D Teacher (Senior Grade),3
23224,Part Time Menial (15 Yrs HG),1
23225,Headmaster LP/UP (HG),1
23225,Teacher (L P School)(Snr Gr),1
23226,Headmaster/Headmistress LP/UP,1
23226,Teacher (L P School)(Snr Gr),1
23227,Teacher (L P School) Gr II,3
23228,Headmaster/Headmistress LP/UP,1
23228,L P School Assistant (HG),2
23228,L P School Assistant(Before 11/04/2013),2
23228,LPSA(13210),1
23229,Headmistress HG,1
23230,Headmaster/Headmistress LP/UP,1
23231,Headmaster/Headmistress LP/UP,1
23231,L P School Assistant (HG),3
23232,Teacher (L P School)(Sel Gr),1
23233,Headmaster/Headmistress LP/UP,1
23234,Headmaster/Headmistress LP/UP,1
23234,Teacher (L P School) Gr II,2
23234,Teacher (L P School)(Snr Gr),1
23235,Headmaster/Headmistress LP/UP,1
23235,L P School Assistant,1
23235,L P School Assistant (Snr Gr),2
23236,L P School Assistant (Snr Gr),2
23240,P D Teacher (HG),1
23240,UP School Assistant,1
23240,UP School Assistant Gr I,1
23241,Office Attendant,1
23241,Part Time Menial (15 Yrs HG),1
23241,Teacher (L P School) Gr II,2
23241,Teacher (U P School) Sel Gr,1
23242,Headmaster/Headmistress LP/UP,1
23242,L P School Assistant (Snr Gr),2
23242,Teacher (L P School)(Sel Gr),3
23242,Teacher (L P School)(Snr Gr),5
23242,Teacher (U P School) Gr II,1
23242,Teacher (U P School) Snr Gr,1
23243,Office Attendant Snr Grade,1
23243,Part-Time Primary  Sanskrit Teacher,1
23243,UP School Assistant (HG),3
23244,Headmaster/Headmistress LP/UP,1
23244,UP School Assistant,2
23245,Junior Hindi Teacher Gr I,1
23245,Office Attendant (8 Yrs HG),1
23245,P D Teacher,1
23245,Teacher (L P School) Gr I,2
23245,UP School Assistant,4
23246,Headmaster LP/UP,1
23246,L P School Assistant HG,1
23246,Office Attendant Gr I (15 Yrs HG),1
23247,Teacher (U P School) Sel Gr,2
23247,Teacher (U P School) Snr Gr,3
23248,Junior Hindi Teacher (Sr Gr),1
23248,Office Attendant,1
23248,Teacher (U P School) Gr I,1
23248,Teacher (U P School) Gr II,1
23249,Headmaster/Headmistress LP/UP,1
23249,Junior Sanskrit Teacher Gr II,1
23249,Office Attendant HG,1
23249,Teacher (LP/UP) - Urdu (Grade II),1
23250,L P School Assistant,1
23251,Office Attendant Gr II,1
23251,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
23251,Teacher (L P School) Gr I,1
23251,Teacher (L P School) Gr II,3
23252,Headmaster/Headmistress LP/UP,1
23252,Teacher (L P School)(Snr Gr),1
23252,Teacher (U P School) Gr II,2
23252,Teacher (U P School) Snr Gr,3
23253,Headmistress LP/UP,1
23253,L P School Assistant,1
23253,UP School Assistant,1
23253,UP School Assistant (Snr Gr),1
23253,UP School Assistant Gr I,1
23254,Headmaster LP/UP (HG),1
23254,Teacher (L P School) Gr I,1
23255,Full time Urdu Teacher,1
23255,Headmaster/Headmistress LP/UP,1
23255,Junior Sanskrit Teacher Gr I,1
23255,L P School Assistant,1
23255,L P School Assistant (HG),1
23256,Headmaster/Headmistress LP/UP,1
23256,Office Attendant Gr I (15 Yrs HG),1
23256,Teacher (L P School) Gr II,1
23256,Teacher (L P School)(Sel Gr),1
23256,Teacher (L P School)(Snr Gr),1
23257,Headmistress LP/UP,1
23257,Office Attendant Gr II,1
23258,Office Attendant (8 Yrs HG),1
23258,Office Attendant Gr II,1
23258,P D Teacher (Senior Grade),1
23258,Primary Teacher (Hindi) (Part-Time),1
23258,Teacher (L P School) Gr I,1
23258,Teacher (L P School) Gr II,1
23259,Headmaster/Headmistress LP/UP,1
23259,LPSA(13210),1
23259,Part Time Menial(4850/8Yrs),1
23259,UP School Assistant,2
23260,Full Time Sanskrit Teacher,1
23260,Office Attendant Gr II,1
23260,P D Teacher (Senior Grade),1
23260,Part Time Language Teacher (Primary),1
23260,Teacher (L P School) Gr II,1
23301,Headmistress LP/UP,1
23301,L P School Assistant,4
23301,L P School Assistant (Snr Gr),2
23301,Teacher (L P School) Gr I,1
23302,Headmaster LP/UP,1
23302,Teacher (L P School) Gr II,1
23303,Headmistress HG,1
23304,Headmaster/Headmistress LP/UP,1
23305,Headmaster LP/UP,1
23305,Teacher (L P School)(Snr Gr),1
23306,Headmaster/Headmistress LP/UP,1
23306,L P School Assistant,4
23307,Headmaster/Headmistress LP/UP,1
23307,Part Time Menial(4850-7500),1
23308,Headmistress HG,1
23308,L P School Assistant (Sel.Gr),1
23309,L P School Assistant,1
23309,Teacher (L P School) Gr II,2
23310,L P School Assistant (HG),1
23310,Teacher (L P School) Gr II,1
23311,L P School Assistant,2
23312,Teacher (L P School) Gr II,2
23313,Headmaster LP/UP (HG),1
23313,L P School Assistant,1
23313,L P School Assistant (Snr Gr),2
23314,Teacher (L P School)(Sel Gr),1
23315,L P School Assistant,1
23315,P D Teacher (Senior Grade),1
23316,L P School Assistant,2
23318,Headmaster/Headmistress LP/UP,1
23318,L P School Assistant (Sel.Gr),1
23318,Teacher (L P School) Gr II,2
23319,Headmaster LP/UP,1
23319,Teacher (L P School) Gr I,4
23320,Headmaster LP/UP,1
23320,Teacher (L P School)(Snr Gr),2
23320,Teacher (LP/UP) - Arabic (Grade I),1
23321,L P School Assistant (HG),2
23321,L P School Assistant (Sel.Gr),1
23323,LPSA(13210),1
23323,P D Teacher,1
23323,Part Time Menial,1
23323,Part Time Sweeper(4850-7500),1
23324,Office Attendant Gr I,1
23324,Teacher (L P School) Gr II,3
23325,Headmaster/Headmistress LP/UP,1
23325,L P School Assistant (Snr Gr),2
23326,Headmistress LP/UP,1
23326,L P School Assistant,1
23326,Teacher (L P School) Gr II,2
23327,Headmaster/Headmistress LP/UP,1
23328,Headmaster/Headmistress LP/UP,1
23329,LPSA(13210),1
23329,P D Teacher (Selection Grade),1
23329,Part Time Menial (15 Yrs HG),1
23330,Headmaster LP/UP,1
23330,L P School Assistant,3
23331,Headmaster LP/UP,1
23332,L P School Assistant (HG),2
23333,L P School Assistant (HG),3
23333,UP School Assistant (Sel Gr),1
23334,L P School Assistant (Snr Gr),2
23335,Headmaster LP/UP (HG),1
23335,L P School Assistant (HG),1
23336,Headmistress HG,1
23337,L P School Assistant (HG),1
23337,Teacher (L P School)(Sel Gr),1
23338,L P School Assistant,3
23338,L P School Assistant (Snr Gr),1
23339,Headmaster LP/UP,1
23339,Teacher (L P School) Gr II,1
23343,L P School Assistant,1
23343,Part Time Language Teacher (Primary),1
23344,L P School Assistant,2
23344,Teacher (U P School) Gr I,1
23344,Teacher (U P School) Gr II,2
23344,Teacher (U P School) Sel Gr,3
23344,UP School Assistant,1
23344,UP School Assistant (Sel Gr),1
23345,L P School Assistant,1
23345,Office Attendant (8 Yrs HG),1
23345,UP School Assistant,1
23345,UP School Assistant (HG),1
23346,Headmaster LP/UP (HG),1
23346,Primary Teacher (Urdu) (Part Time with Full Time Benefit),1
23346,Teacher (U P School) Gr II,2
23347,Headmistress LP/UP,1
23347,Primary Teacher (Hindi) (Part Time),1
23347,UP School Assistant (HG),2
23348,Headmistress HG,1
23348,Junior Sanskrit Teacher Gr I,1
23348,Teacher (LP/UP) - Hindi (Grade I),1
23349,L P School Assistant,2
23349,P D Teacher (Senior Grade),2
23349,Primary Teacher (Hindi) (Part-Time),1
23349,UP School Assistant,4
23350,Headmistress LP/UP,1
23350,Junior Hindi Teacher (Sr Gr),1
23350,UP School Assistant,1
23350,UP School Assistant (Snr Gr),2
23351,Headmaster/Headmistress(Not Eligi HM 14620-25280),1
23351,Office Attendant Gr II (22 Years HG),1
23351,Teacher (LP/UP) - Hindi (Sr Gr),1
23351,UP School Assistant (Sel Gr),1
23351,UP School Assistant Grade I,1
23352,Headmaster/Headmistress LP/UP,1
23352,L P School Assistant,3
23352,Office Attendant,1
23353,Headmaster LP/UP,1
23353,Office Attendant Gr II (8 Yrs HG),1
23353,Part-Time Mineal (BP 2700),1
23353,Teacher (U P School) Gr II,2
23354,Headmaster/Headmistress LP/UP,1
23354,L P School Assistant (HG),1
23354,Office Attendant,1
23354,Office Attendant (15 Yrs HG),1
23354,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
23354,Teacher (U P School) Gr II,2
23355,Headmaster LP/UP,1
23355,Office Attendant Gr II (15 Yrs HG),1
23355,Teacher (L P School)(Snr Gr),5
23356,Headmaster LP/UP (HG),1
23356,Office Attendant Gr I,1
23356,Teacher (U P School) Snr Gr,1
23357,Headmaster LP/UP,1
23357,Part Time Menial(4850-7500),1
23357,Teacher (U P School) Gr II,4
23358,Headmistress HG,1
23358,Teacher (L P School)(Sel Gr),2
23358,Teacher (LP/UP) - Sanskrit (Grade I),1
23358,Teacher (U P School) Snr Gr,2
23359,Headmaster LP/UP,1
23359,Junior Sanskrit Teacher Gr I,1
23359,L P School Assistant,2
23359,L P School Assistant (HG),3
23359,L P School Assistant (Sel.Gr),4
23359,UP School Assistant (Sel Gr),1
23401,Headmistress HG,1
23401,L P School Assistant,1
23401,L P School Assistant HG,1
23402,Headmaster LP/UP,1
23402,Teacher (LP/UP) - Arabic (Grade II),1
23403,Headmaster/Headmistress LP/UP,1
23403,L P School Assistant,2
23403,Teacher (L P School) Gr II,1
23404,Headmaster LP/UP,1
23405,Junior Arabic Teacher Gr I,1
23405,P D Teacher (Selection Grade),1
23406,Headmaster LP/UP,1
23406,P D Teacher (Selection Grade),1
23406,Teacher (L P School) Gr II,1
23406,Teacher (L P School)(Snr Gr),1
23407,Headmaster/Headmistress LP/UP,1
23407,L P School Assistant,4
23407,Teacher (L P School) Gr II,1
23408,Headmaster LP/UP,1
23409,Headmistress HG,1
23409,Primary Teacher (Arabic) (Part-Time),1
23410,Headmaster/Headmistress LP/UP,1
23410,L P School Assistant (HG),1
23410,L P School Assistant (Sel.Gr),1
23410,Teacher (L P School)(Snr Gr),1
23411,Headmaster/Headmistress(Not Eligi HM 16180-29180),1
23411,P D Teacher (Selection Grade),4
23411,Teacher (L P School) Gr I,1
23411,Teacher (LP/UP) - Arabic (Senior Grade),1
23412,Headmaster LP/UP,1
23412,Junior Arabic Teacher Gr II,1
23412,L P School Assistant,8
23412,L P School Assistant (Sel.Gr),1
23413,Headmaster LP/UP (HG),1
23413,Teacher (L P School)(Snr Gr),2
23414,Headmaster LP/UP (HG),1
23414,L P School Assistant,1
23414,Part Time Menial(4850/8Yrs),1
23415,Headmistress HG,1
23416,Headmaster/Headmistress LP/UP,1
23416,Part-Time Mineal (BP 2300+DA),1
23416,Teacher (L P School) Gr II,3
23417,Headmaster LP/UP,1
23417,Teacher (L P School) Gr I,1
23418,Headmaster LP/UP,1
23418,Teacher (L P School) Gr II,2
23419,L P School Assistant,3
23420,Headmistress LP/UP,1
23420,P D Teacher (Senior Grade),2
23420,Part Time Sweeper (Category II),1
23421,Headmaster/Headmistress LP/UP,1
23421,L P School Assistant,2
23421,P D Teacher (Selection Grade),1
23422,Headmistress HG,1
23422,L P School Assistant (HG),1
23422,Teacher (L P School) Gr I,1
23423,Headmaster/Headmistress LP/UP,1
23424,Junior Arabic Teacher Gr I,1
23424,L P School Assistant (HG),1
23424,L P School Assistant (Sel.Gr),2
23425,P D Teacher (Selection Grade),1
23425,Part Time Menial (15 Yrs HG),1
23426,Headmistress LP/UP,1
23426,P D Teacher (Senior Grade),1
23427,Headmaster/Headmistress LP/UP,1
23428,Headmaster LP/UP,1
23429,Headmaster/Headmistress LP/UP,1
23430,Headmaster/Headmistress LP/UP,1
23430,Junior Arabic Teacher Gr I,1
23430,L P School Assistant (HG),1
23430,Teacher (L P School)(Snr Gr),1
23431,Headmaster LP/UP (HG),1
23432,L P School Assistant,4
23432,L P School Assistant (Sel.Gr),8
23433,Headmaster/Headmistress LP/UP,1
23433,P D Teacher (Senior Grade),2
23433,Part Time Menial(4850-7500),1
23433,Teacher (LP/UP) - Arabic (Grade I),1
23434,L P School Assistant,1
23434,L P School Assistant (Sel.Gr),1
23434,Part-Time Mineal (BP 2700),1
23435,L P School Assistant,4
23435,P D Teacher (Selection Grade),1
23439,Headmaster LP/UP (HG),1
23439,Office Attendant Gr I (22 Yrs HG),1
23439,P D Teacher (Selection Grade),2
23439,Teacher (U P School) Snr Gr,1
23440,Headmaster/Headmistress LP/UP,1
23440,L P School Assistant,1
23440,P D Teacher (Senior Grade),1
23440,Primary Teacher (Hindi) (Part-Time),1
23440,Teacher (L P School) Gr II,7
23441,Headmaster LP/UP,1
23441,Primary Teacher (Urdu) (Part Time with Full Time Benefit),1
23441,Teacher (L P School)(Snr Gr),2
23441,Teacher (LP/UP) - Sanskrit (Senior Grade),1
23441,Teacher (U P School) Gr I,3
23442,Headmaster LP/UP (HG),1
23442,Teacher (LP/UP) - Hindi (Grade II),1
23442,Teacher (U P School) Gr II,2
23443,Headmaster LP/UP,1
23443,Primary Teacher (Hindi) (Part Time with Full Time Benefit),1
23443,Teacher (U P School) Gr I,1
23443,Teacher (U P School) Gr II,1
23444,Drawing Teacher Snr Gr,1
23444,Junior Arabic Teacher (Snr Gr),1
23444,Junior Hindi Teacher (Sel Gr),1
23444,Teacher (U P School) Gr II,6
23444,UP School Assistant (Sel Gr),1
23445,L P School Assistant,4
23445,L P School Assistant (Snr Gr),4
23445,Part-Time Primary  Sanskrit Teacher,1
23445,Teacher (U P School) Gr I,1
23445,Teacher (U P School) Gr II,4
23445,UP School Assistant,1
23445,UPSA(HG),1
23446,Full time Arabic Teacher (Snr Gr),1
23446,Office Attendant Gr II,1
23446,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit) HG,1
23446,Teacher (U P School) Sel Gr,1
23446,Teacher (U P School) Snr Gr,1
23447,Headmaster/Headmistress LP/UP,1
23447,L P School Assistant (HG),2
23447,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
23447,UP School Assistant (HG),2
23448,Junior Arabic Teacher Gr II,1
23448,Office Attendant Gr II (8 Yrs HG),1
23448,P D Teacher (Selection Grade),2
23448,UP School Assistant,3
23448,UP School Assistant Grade II,1
23449,Headmaster/Headmistress LP/UP,1
23449,Teacher (L P School) Gr I,1
23449,Teacher (LP/UP) - Hindi (Sel Gr),1
23449,Teacher (U P School) Gr II,1
23449,Teacher (U P School) Snr Gr,3
23450,Primary Teacher (Urdu) (Part Time with Full Time Benefit),1
23450,Teacher (L P School) Gr I,1
23450,Teacher (L P School) Gr II,2
23450,Teacher (LP/UP) - Arabic (Senior Grade),1
23451,Junior Hindi Teacher (Sel Gr),1
23451,L P School Assistant(Before 11/04/2013),1
23451,Part-Time Primary Urudu Teacher,1
23451,Teacher (U P School) Snr Gr,1
23451,UP School Assistant,1
23451,UP School Assistant (HG),1
23451,UP School Assistant (Snr Gr),2
23452,Office Attendant Gr II,1
23452,Teacher (LP/UP) - Hindi (Sr Gr),1
23452,Teacher (U P School) Gr I,2
23453,Headmaster LP/UP,1
23453,Primary Teacher (Urdu) (Part Time with Full Time Benefit),1
23453,Teacher (L P School)(Snr Gr),1
23453,Teacher (LP/UP) - Arabic (Grade II),1
23453,Teacher (LP/UP) - Hindi (Grade II),1
23453,Teacher (U P School) Gr I,1
23453,Teacher (U P School) Gr II,2
23454,Junior Sanskrit Teacher (Snr. Gr),1
23454,L P School Assistant,1
23454,Primary Teacher (Urdu) (Part Time),1
23454,Teacher (L P School) Gr I,2
23455,Office Attendant,1
23455,UP School Assistant (Sel Gr),2
23455,UP School Assistant Gr I,3
23456,Junior Arabic Teacher Gr I,1
23456,P D Teacher (HG),1
23456,Part Time Language Teacher (Primary),1
23456,Part Time Menial(4250-6700),1
23457,Junior Arabic Teacher Gr I,1
23457,LPSA(13210),1
23457,P D Teacher,1
23457,P D Teacher (Senior Grade),3
23457,Teacher (L P School) Gr II,1
23457,Teacher (LP/UP) - Sanskrit (Grade II),1
23457,UP School Assistant,7
23458,Office Attendant Gr II,1
23458,UP School Assistant,2
23459,L P School Assistant (Snr Gr),1
23459,Primary Teacher (Urdu) (Part Time with Full Time Benefit),1
23459,Teacher (L P School) Gr I,1
23459,Teacher (LP/UP) - Arabic (Senior Grade),1
23459,Teacher (U P School) Sel Gr,3
23459,UP School Assistant (Snr Gr),1
23460,Junior Hindi Teacher (Sel Gr),1
23460,L P School Assistant,2
23460,Office Attendant,1
23460,UP School Assistant,1
23460,UP School Assistant (Sel Gr),1
23461,Headmaster/Headmistress LP/UP,1
23461,Junior Arabic Teacher Gr I,1
23461,Junior Hindi Teacher (Sr Gr),1
23461,L P School Assistant (HG),1
23461,Office Attendant Gr II,1
23461,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit) HG,1
23461,Teacher (U P School) Gr II,3
23461,Teacher (U P School) Sel Gr,1
23501,High School Assistant,1
23502,Headmaster/Headmistress LP/UP,1
23503,Junior Arabic Teacher Gr II,1
23503,L P School Assistant,1
23504,Teacher (L P School) Gr I,1
23504,Teacher (L P School)(Sel Gr),1
23505,Headmistress HG,1
23505,Teacher (L P School)(Snr Gr),4
23506,Headmaster/Headmistress LP/UP,1
23507,Headmistress HG,1
23507,Teacher (L P School)(Snr Gr),1
23508,Headmaster LP/UP (HG),1
23509,Headmaster/Headmistress LP/UP,1
23510,Headmistress LP/UP,1
23510,Teacher (L P School) Gr II,1
23511,L P School Assistant,1
23512,Headmaster/Headmistress LP/UP,1
23512,L P School Assistant,1
23513,L P School Assistant (Snr Gr),1
23513,Teacher (L P School) Gr II,1
23514,Junior Arabic Teacher (Sel Gr),1
23514,L P School Assistant (Snr Gr),1
23514,Teacher (L P School)(Snr Gr),1
23515,L P School Assistant (Sel.Gr),1
23516,Teacher (L P School)(Sel Gr),3
23516,Teacher (L P School)(Snr Gr),1
23517,Headmaster LP/UP,1
23518,Headmaster/Headmistress LP/UP,1
23518,Teacher (LP/UP) - Arabic (Grade I),1
23519,Headmistress HG,1
23519,L P School Assistant,4
23519,L P School Assistant (Sel.Gr),1
23520,Headmaster LP/UP,1
23520,Teacher (L P School) Gr II,1
23521,Headmaster LP/UP,1
23521,Teacher (L P School)(Snr Gr),1
23523,L P School Assistant (Sel.Gr),1
23523,Teacher (L P School) Gr II,1
23524,Teacher (L P School)(Sel Gr),2
23524,Teacher (L P School)(Snr Gr),2
23525,Headmaster/Headmistress LP/UP,1
23525,L P School Assistant,3
23526,Headmaster LP/UP,1
23526,Teacher (L P School) Gr II,2
23527,Headmaster LP/UP,1
23527,Teacher (LP/UP) - Arabic (Grade I),1
23528,Headmaster/Headmistress LP/UP,1
23528,Teacher (L P School) Gr I,1
23529,Headmaster/Headmistress LP/UP,1
23530,L P School Assistant (Sel.Gr),1
23531,Headmaster LP/UP (HG),1
23531,Teacher (L P School)(Snr Gr),3
23532,Headmaster/Headmistress LP/UP,1
23532,Teacher (L P School) Gr I,4
23533,L P School Assistant (Snr Gr),1
23533,LPSA(16980-31360),1
23534,Headmaster/Headmistress LP/UP,1
23535,Junior Arabic Teacher Gr I,1
23535,L P School Assistant (Snr Gr),3
23536,Headmistress LP/UP,1
23536,L P School Assistant (Snr Gr),2
23536,Teacher (L P School)(Sel Gr),1
23537,Headmistress HG,1
23537,Teacher (L P School)(Snr Gr),1
23538,Headmaster/Headmistress LP/UP,1
23539,Headmaster/Headmistress LP/UP,1
23539,Teacher (L P School) Gr I,1
23540,L P School Assistant (HG),2
23541,L P School Assistant (HG),1
23541,UP School Assistant (Snr Gr),1
23542,Teacher (L P School)(Sel Gr),2
23544,Headmaster/Headmistress LP/UP,1
23544,Junior Hindi Teacher (Sr Gr),1
23544,UP School Assistant,1
23544,UP School Assistant (Snr Gr),1
23545,Headmaster/Headmistress LP/UP,1
23545,Teacher (L P School) Gr I,1
23545,Teacher (L P School)(Sel Gr),1
23545,Teacher (LP/UP) - Arabic (Senior Grade),1
23545,Teacher (LP/UP) - Hindi (Grade II),1
23545,UP School Assistant,1
23546,FTM,1
23546,High School Assistant Mathematics (8 Yrs HG),1
23546,L P School Assistant (Snr Gr),1
23546,Teacher / Instructor (UP/LP) - Sanskrit (Grade I),1
23546,UP School Assistant,1
23546,UP School Assistant (Snr Gr),1
23547,Headmaster/Headmistress LP/UP,1
23547,Office Attendant Gr I (27  Yrs HG),1
23547,Teacher (U P School) Gr II,1
23548,Office Attendant Gr II (22 Years HG),1
23548,Teacher (U P School) Gr I,1
23548,Teacher (U P School) Sel Gr,3
23549,Headmaster LP/UP,1
23549,Office Attendant (8 Yrs HG),1
23549,Teacher (LP/UP) - Hindi (Sr Gr),1
23549,Teacher (U P School) Gr II,1
23549,UP School Assistant,1
23550,Headmaster/Headmistress LP/UP,1
23550,L P School Assistant (HG),1
23550,Teacher (U P School) Sel Gr,1
23551,Office Attendant Gr II (15 Yrs HG),1
23551,Teacher (L P School)(Snr Gr),1
23551,Teacher (U P School) Gr I,2
23551,Teacher (U P School) Sel Gr,1
23552,Headmistress LP/UP,1
23552,L P School Assistant,1
23552,P D Teacher (Selection Grade),2
23552,Part Time Menial(4850/8Yrs),1
23553,Headmaster/Headmistress LP/UP,1
23553,Junior Hindi Teacher (Sr Gr),1
23553,Office Attendant Gr II,1
23553,UP School Assistant,4
23554,Headmaster LP/UP (HG),1
23554,L P School Assistant,1
23554,L P School Assistant (Sel.Gr),1
23554,Office Attendant Gr II,1
23554,Teacher (L P School) Gr II,4
23554,UP School Assistant,3
23555,Headmaster LP/UP (HG),1
23555,Junior Hindi Teacher (Sr Gr),1
23555,Teacher (L P School)(Snr Gr),2
23555,Teacher (U P School) Gr I,1
23556,Headmaster/Headmistress LP/UP,1
23557,Headmaster/Headmistress LP/UP,1
23557,Pre Primary Teacher Gr I,1
23557,Teacher (L P School) Gr II,2
24001,FTM,3
24001,High School Assistant Hindi,2
24001,High School Assistant Hindi(Snr. Gr),1
24001,High School Assistant Malayalam(HG),1
24001,High School Assistant Mathematics (Snr Gr),1
24001,High School Assistant Natural Science (Sel Gr),1
24001,High School Assistant Physical Science,5
24001,High School Assistant Social Science,1
24001,High School Assistant Social Science (Snr Grade),1
24001,Physical Education Teacher (15 Yrs Higher Grade),2
24001,Primary Teacher (Sanskrit) (Part-Time),1
24001,Senior Clerk,1
24001,Teacher (U P School) Gr II,2
24001,UP School Assistant (Snr Gr),1
24002,FTM,1
24002,High School Assistant English (Snr Gr),2
24002,High School Assistant Malayalam(HG),1
24002,High School Assistant Physical Science,2
24002,High School Assistant Social Science(Sel Gr),1
24002,Office Attendant,2
24002,Teacher (U P School) Gr II,1
24003,Drawing Teacher Snr Gr,1
24003,FTM,1
24003,High School Assistant,3
24003,High School Assistant Hindi(HG),1
24003,High School Assistant Malayalam(Snr Gr),1
24003,High School Assistant Mathematics,2
24003,High School Assistant Physical Science,2
24003,High School Assistant Sanskrit,1
24003,Hindi Teacher(jr),1
24003,Junior Sanskrit Teacher Gr II,1
24003,Music Teacher (Grade-I),1
24003,Needle Work Teacher,1
24003,Teacher (U P School) Snr Gr,1
24004,Headmaster/Headmistress (High School),1
24004,High School Assistant,2
24004,High School Assistant English(HG),2
24004,High School Assistant Hindi,1
24004,High School Assistant Malayalam(HG),1
24004,High School Assistant Physical Science,1
24004,High School Assistant Social Science,1
24004,Junior Hindi Teacher Gr I,1
24004,L P School Assistant,14
24004,Music Teacher,1
24004,Office Attendant,1
24004,P D Teacher (Senior Grade),2
24004,Teacher (U P School) Gr II,2
24005,Clerk,2
24005,High School Assistant Arabic,2
24005,High School Assistant Arabic (Snr Gr),1
24005,High School Assistant English,1
24005,High School Assistant English (Snr Gr),1
24005,High School Assistant Hindi(HG),2
24005,High School Assistant Malayalam(HG),3
24005,High School Assistant Mathematics (HG),2
24005,High School Assistant Natural Science (HG),1
24005,High School Assistant Natural Science (Snr Gr),1
24005,High School Assistant Physical Science,6
24005,High School Assistant Sanskrit,2
24005,High School Assistant Social Science,7
24005,Junior Arabic Teacher Gr II,1
24005,L P School Assistant,1
24005,P D Teacher (Senior Grade),2
24005,Teacher (LP/UP) - Hindi (Grade II),1
24006,FTM  1st HG,1
24006,High School Assistant,2
24006,High School Assistant (HG),1
24006,High School Assistant English (Snr Gr),2
24006,High School Assistant Hindi,1
24006,High School Assistant Malayalam,1
24006,High School Assistant Malayalam(Snr Gr),1
24006,High School Assistant Mathematics,2
24006,UP School Assistant,1
24007,FTM,1
24007,High School Assistant,2
24007,High School Assistant Arabic,1
24007,High School Assistant English,2
24007,High School Assistant Natural Science,2
24007,Office Attendant (15 Yrs HG),1
