school_code,position_title,sanctioned_posts
11254,Teacher (L P School)(Sel Gr),1
11254,Teacher (L P School)(Snr Gr),1
11254,Teacher (LP/UP) - Arabic (Senior Grade),1
11254,Teacher (LP/UP) - Hindi (Sr Gr),1
11254,Teacher (U P School) Gr I,1
11255,Headmaster LP/UP (HG),1
11255,L P School Assistant (Sel.Gr),1
11255,Primary Teacher (Arabic) (Part Time with Full Time Benefit) (Snr Gr),1
11255,Primary Teacher (Hindi) (Part Time with Full Time Benefit) Snr Gr,1
11255,Teacher (L P School) Gr I,3
11255,Teacher (L P School)(Sel Gr),2
11255,Teacher (LP/UP) - Arabic (Grade II),2
11255,Teacher (LP/UP) - Arabic (Selection Grade),1
11255,Teacher (LP/UP) - Urdu (Grade II),1
11255,Teacher (U P School) Snr Gr,3
11256,Junior Arabic Teacher Gr I,1
11256,L P School Assistant (Snr Gr),1
11256,Office Attendant (15 Yrs HG),1
11256,Primary Teacher (Urdu) (Part Time),1
11256,UP School Assistant (Snr Gr),3
11257,Headmaster LP/UP (HG),1
11257,Teacher (LP/UP) - Sanskrit (Senior Grade),1
11257,Teacher (U P School) Snr Gr,3
11258,Headmaster LP/UP (HG),1
11258,Office Attendant Gr I (22 Yrs HG),1
11258,Teacher (L P School)(Snr Gr),1
11258,Teacher (LP/UP) - Hindi (Grade I),1
11259,Headmaster LP/UP (HG),1
11259,Teacher (L P School)(Sel Gr),1
11259,Teacher (L P School)(Snr Gr),1
11259,Teacher (LP/UP) - Hindi (Sr Gr),1
11259,Teacher (U P School) Gr II,1
11259,Teacher (U P School) Snr Gr,1
11260,Full Time Sanskrit Teacher HG,1
11260,Full time Hindi  Teacher,1
11260,Teacher (U P School) Gr I,1
11260,UP School Assistant,1
11260,UP School Assistant (Snr Gr),2
11261,Headmaster/Headmistress LP/UP,1
11261,Office Attendant Gr II (15 Yrs HG),1
11261,Teacher (LP/UP) - Hindi (Sr Gr),1
11261,Teacher (U P School) Snr Gr,1
11262,Headmaster/Headmistress LP/UP,1
11262,L P School Assistant (Sel.Gr),1
11262,Teacher (L P School)(Snr Gr),1
11262,Teacher (LP/UP) - Sanskrit (Selection Grade),1
11262,Teacher (U P School) Gr II,2
11263,Full time Hindi Teacher HG,1
11263,Junior Arabic Teacher (Snr Gr),1
11263,L P School Assistant (HG),1
11263,L P School Assistant (Sel.Gr),1
11263,UP School Assistant (HG),2
11264,Headmaster LP/UP (HG),1
11264,Office Attendant Gr II (22 Years HG),1
11264,Teacher (L P School) Gr II,1
11264,Teacher (LP/UP) - Arabic (Grade I),1
11264,Teacher (U P School) Gr I,1
11265,L P School Assistant,1
11265,Teacher (L P School) Gr I,1
11265,Teacher (L P School) Gr II,5
11265,Teacher (LP/UP) - Hindi (Sr Gr),1
11265,Teacher (U P School) Gr II,1
11265,Teacher (U P School) Sel Gr,1
11266,Full Time Sanskrit Teacher,1
11266,Headmistress LP/UP,1
11266,L P School Assistant,1
11266,L P School Assistant (HG),1
11266,L P School Assistant (Sel.Gr),2
11266,Teacher (L P School) Gr II,1
11266,Teacher (U P School) Gr II,1
11266,UP School Assistant (Sel Gr),1
11267,Headmaster LP/UP (HG),1
11267,Primary Teacher (Hindi) (Part-Time),1
11267,Teacher (L P School) Gr II,4
11267,Teacher (LP/UP) - Urdu (Sel Gr),1
11267,Teacher (U P School) Gr I,2
11268,Headmaster LP/UP (HG),1
11268,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
11268,Teacher (L P School)(Snr Gr),1
11268,Teacher (LP/UP) - Hindi (Grade II),1
11268,Teacher (LP/UP) - Hindi (Sel Gr),1
11268,Teacher (LP/UP) - Urdu (Sel Gr),1
11268,Teacher (U P School) Gr I,3
11268,Teacher (U P School) Gr II,3
11272,Full time Arabic Teacher,1
11272,Office Attendant Gr II,1
11272,Teacher (U P School) Gr II,1
11301,Headmaster/Headmistress LP/UP,1
11301,Teacher (L P School) Gr I,1
11302,Headmaster/Headmistress LP/UP,1
11302,L P School Assistant (HG),1
11303,Headmaster LP/UP (HG),1
11303,L P School Assistant (Snr Gr),1
11304,L P School Assistant,1
11304,L P School Assistant (Sel.Gr),1
11305,L P School Assistant,1
11306,Headmaster LP/UP (HG),1
11306,Teacher (L P School)(Snr Gr),1
11308,Headmaster LP/UP,1
11308,Teacher (L P School)(Snr Gr),2
11309,L P School Assistant,2
11310,L P School Assistant (Snr Gr),3
11311,Headmaster/Headmistress LP/UP,1
11312,Headmaster LP/UP (HG),1
11312,L P School Assistant (HG),1
11312,Teacher (LP/UP) - Arabic (Grade II),1
11313,Full time Arabic Teacher,1
11313,Headmaster LP/UP (HG),1
11313,L P School Assistant (HG),1
11314,Primary Teacher (Arabic) (Part-Time),1
11314,Teacher (L P School) Gr II,1
11315,Teacher (L P School) Gr II,3
11316,Headmaster LP/UP,1
11317,Headmaster LP/UP (HG),1
11317,L P School Assistant (Sel.Gr),1
11317,Teacher (L P School)(Snr Gr),2
11317,Teacher (LP/UP) - Arabic (Grade II),1
11318,L P School Assistant,2
11319,Headmaster/Headmistress(Not Eligi HM 14620-25280),1
11319,Teacher (L P School) Gr II,2
11320,Headmaster LP/UP (HG),1
11320,Teacher (L P School) Gr II,1
11320,Teacher (L P School)(Snr Gr),2
11321,L P School Assistant,4
11322,Headmaster LP/UP (HG),1
11322,L P School Assistant,1
11323,Headmaster LP/UP (HG),1
11323,Teacher (L P School) Gr I,1
11324,Headmaster LP/UP,1
11324,Teacher (L P School) Gr I,1
11325,L P School Assistant,1
11325,L P School Assistant (HG),2
11325,L P School Assistant HG,1
11326,Teacher (L P School)(Sel Gr),2
11326,Teacher (LP/UP) - Arabic (Grade I),1
11327,Headmaster LP/UP (HG),1
11327,Part Time Menial,1
11327,Part Time Sweeper(4850-7500),1
11328,Headmaster/Headmistress LP/UP,1
11328,Part Time Menial,1
11328,Teacher (L P School) Gr II,2
11328,Teacher (L P School)(Snr Gr),1
11329,Headmaster LP/UP,1
11329,Part Time Menial (15 Yrs HG),1
11329,Teacher (L P School) Gr II,4
11330,Full time Arabic Teacher,1
11330,Headmaster/Headmistress LP/UP,1
11330,L P School Assistant,3
11331,Headmaster LP/UP,1
11331,L P School Assistant (HG),1
11331,Teacher (L P School) Gr II,3
11332,Headmaster/Headmistress LP/UP,1
11332,L P School Assistant,2
11333,Headmaster/Headmistress LP/UP,1
11333,L P School Assistant,1
11333,Teacher (L P School) Gr II,1
11334,P D Teacher (Selection Grade),1
11334,Part Time Menial (15 Yrs HG),1
11335,Headmaster LP/UP,1
11336,L P School Assistant (HG),1
11336,P D Teacher (Senior Grade),1
11336,Part Time Menial(4250/8Yrs),1
11337,Headmaster LP/UP,1
11337,Teacher (L P School) Gr I,1
11338,Headmaster/Headmistress LP/UP,1
11338,Junior Arabic Teacher Gr II,1
11338,L P School Assistant,2
11339,Headmaster LP/UP,1
11339,Teacher (L P School) Gr I,2
11340,Headmaster LP/UP,1
11340,L P School Assistant,1
11341,Headmaster/Headmistress LP/UP,1
11341,Teacher (LP/UP) - Arabic (Grade II),1
11342,L P School Assistant,5
11342,Teacher (L P School) Gr I,1
11343,Headmaster LP/UP (HG),1
11343,Part Time Language Teacher (Primary),1
11343,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
11343,Primary Teacher (Sanskrit) (Part Time),1
11343,Teacher (L P School) Gr II,2
11343,Teacher (L P School)(Snr Gr),2
11344,Headmaster/Headmistress LP/UP,1
11344,Teacher (L P School)(Sel Gr),2
11344,Teacher (L P School)(Snr Gr),4
11345,Headmaster LP/UP (HG),1
11345,L P School Assistant,2
11345,L P School Assistant (Sel.Gr),1
11345,Teacher (L P School)(Snr Gr),1
11346,Headmaster LP/UP,1
11346,Teacher (L P School) Gr II,2
11347,Full time Arabic Teacher HG,1
11347,L P School Assistant,8
11347,Part Time Junior Sanskrit Teacher,1
11348,L P School Assistant (HG),1
11348,Office Attendant,1
11348,Teacher (L P School)(Snr Gr),1
11348,Teacher (LP/UP) - Hindi (Sel Gr),1
11348,Teacher (U P School) Gr I,1
11348,Teacher (U P School) Sel Gr,1
11348,UP School Assistant Gr I,1
11349,P D Teacher (Selection Grade),1
11349,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit) HG,1
11349,Teacher (L P School) Gr II,2
11349,Teacher (L P School)(Sel Gr),2
11349,Teacher (U P School) Gr I,1
11350,Headmaster LP/UP(Senior Grade),1
11350,L P School Assistant,1
11350,L P School Assistant (Sel.Gr),1
11350,UP School Assistant,1
11350,UP School Assistant Gr I,2
11351,Headmaster LP/UP (HG),1
11351,Teacher (L P School) Gr I,4
11351,Teacher (L P School) Gr II,2
11351,Teacher (LP/UP) - Hindi (Grade I),1
11351,Teacher (U P School) Gr I,2
11352,L P School Assistant (HG),2
11352,Primary Teacher (Arabic) (Part Time with Full Time Benefit) HG,1
11352,Teacher (U P School) Gr II,1
11352,UP School Assistant (Snr Gr),1
11353,Teacher (LP/UP) - Arabic (Grade I),1
11353,Teacher (LP/UP) - Hindi (Sr Gr),1
11353,Teacher (LP/UP) - Sanskrit (Grade II),1
11353,Teacher (U P School) Sel Gr,1
11354,Headmaster/Headmistress LP/UP,1
11354,L P School Assistant,3
11354,L P School Assistant (Sel.Gr),1
11354,Office Attendant Gr I (22 Yrs HG),1
11354,Teacher (L P School)(Sel Gr),3
11354,UP School Assistant,1
11354,UP School Assistant (HG),3
11355,Headmistress HG,1
11355,L P School Assistant,1
11355,Teacher (L P School) Gr I,1
11355,Teacher (U P School) Gr II,1
11355,Teacher (U P School) Sel Gr,1
11355,Teacher (U P School) Snr Gr,1
11356,Headmaster LP/UP (HG),1
11356,L P School Assistant (Snr Gr),1
11356,L P School Assistant HG,1
11356,P D Teacher (Selection Grade),1
11356,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
11356,Primary Teacher (Urdu) (Part Time with Full Time Benefit) HG,1
11356,UP School Assistant (Snr Gr),1
11357,Attender Gr I (22Yrs TBHG - T),1
11357,L P School Assistant (Sel.Gr),1
11357,Part-Time Primary  Sanskrit Teacher,1
11357,Teacher (L P School)(Sel Gr),2
11357,Teacher (LP/UP) - Hindi (Grade I),1
11357,Teacher (U P School) Gr I,1
11357,UP School Assistant,1
11357,UP School Assistant (Sel Gr),2
11358,L P School Assistant (Sel.Gr),1
11358,Office Attendant Gr I (15 Yrs HG),1
11358,Primary Teacher (Hindi) (Part-Time),1
11358,Teacher (U P School) Snr Gr,1
11358,UP School Assistant,3
11358,UP School Assistant (Snr Gr),1
11359,Teacher (L P School) Gr II,1
11359,Teacher (U P School) Gr II,1
11360,Headmaster LP/UP (HG),1
11360,Office Attendant Gr II (15 Yrs HG),1
11360,Teacher (L P School) Gr I,2
11360,Teacher (L P School)(Sel Gr),3
11360,Teacher (LP/UP) - Urdu (Grade II),1
11360,Teacher (U P School) Snr Gr,1
11361,Headmistress HG,1
11361,Primary Teacher (Hindi) (Part Time with Full Time Benefit) HG,1
11361,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
11361,Teacher (U P School) Gr I,1
11362,L P School Assistant,4
11362,L P School Assistant (HG),1
11362,Office Attendant Gr II (15 Yrs HG),1
11362,Teacher (L P School) Gr II,1
11362,UP School Assistant (Snr Gr),1
11363,Office Attendant Gr II (27 Years HG),1
11363,Teacher (L P School) Gr II,3
11363,Teacher (LP/UP) - Sanskrit (Grade II),1
11363,Teacher (U P School) Sel Gr,1
11364,Full time Arabic Teacher,2
11364,Full time Hindi  Teacher,1
11364,Headmaster LP/UP (HG),1
11364,L P School Assistant (HG),2
11364,Office Attendant Gr II,1
11364,Physical Education Teacher,1
11364,Teacher (L P School) Gr I,3
11364,Teacher (L P School) Gr II,2
11368,Primary Teacher (Arabic) (Part-Time),1
11368,UP School Assistant (HG),1
11368,UP School Assistant (Sel Gr),1
11368,UP School Assistant Gr I,2
11369,Office Attendant Gr II,1
11401,Headmaster LP/UP (HG),1
11401,L P School Assistant,5
11401,Teacher (LP/UP) - Arabic (Grade II),1
11402,Headmaster/Headmistress LP/UP,1
11402,Teacher (LP/UP) - Arabic (Grade I),1
11403,Headmaster LP/UP (HG),1
11403,Part Time Menial(4850-7500),2
11403,Teacher (L P School) Gr I,1
11404,Headmistress HG,1
11404,L P School Assistant (HG),1
11404,Part Time Menial (15 Yrs HG),1
11404,Teacher (LP/UP) - Arabic (Grade II),1
11405,Headmaster LP/UP,1
11405,Teacher (L P School)(Snr Gr),1
11405,Teacher (LP/UP) - Arabic (Grade II),1
11406,Headmaster/Headmistress LP/UP,1
11406,Teacher (L P School) Gr II,7
11407,Headmaster LP/UP,1
11407,L P School Assistant (HG),1
11408,Headmaster/Headmistress LP/UP,1
11408,Junior Arabic Teacher Gr II,1
11408,L P School Assistant,1
11409,Headmaster/Headmistress LP/UP,1
11409,Part Time Menial(4850/8Yrs),1
11410,Headmaster LP/UP,1
11410,Part Time Menial (15 Yrs HG),1
11411,Headmaster LP/UP,1
11411,Teacher (L P School) Gr II,5
11411,Teacher (LP/UP) - Arabic (Senior Grade),1
11412,Headmaster LP/UP,1
11413,Part Time Menial (15 Yrs HG),1
11413,Teacher (LP/UP) - Arabic (Grade II),1
11414,Part Time Menial,1
11414,Teacher (L P School) Gr I,1
11414,Teacher (L P School)(Sel Gr),1
11415,Headmaster LP/UP,1
11415,Teacher (L P School) Gr I,1
11416,Headmaster/Headmistress LP/UP,1
11416,Part Time Menial(4850-7500),1
11416,Teacher (L P School) Gr II,2
11417,Headmaster/Headmistress LP/UP,1
11417,Part-Time Mineal (BP 2700),1
11417,Teacher (L P School) Gr I,1
11418,Headmaster LP/UP,1
11418,Part Time Menial(4850-7500),1
11418,Teacher (L P School) Gr II,1
11419,L P School Assistant (Snr Gr),1
11419,Part Time Menial,1
11420,L P School Assistant HG,1
11420,Part-Time Mineal (BP 2700),1
11420,Teacher (L P School)(Snr Gr),1
11421,Headmaster LP/UP,1
11421,Teacher (L P School) Gr II,3
11422,Part-Time Mineal (BP 2700),1
11422,Teacher (L P School) Gr I,1
11423,Headmaster/Headmistress LP/UP,1
11423,Part Time Menial,1
11424,Headmaster/Headmistress LP/UP,1
11424,L P School Assistant,1
11424,LPSA(13210),1
11424,Teacher (LP/UP) - Arabic (Grade I),1
11425,Headmaster LP/UP,1
11425,Junior Arabic Teacher Gr II,1
11425,L P School Assistant (Snr Gr),1
11425,Part-Time Mineal (BP 3000),1
11426,Headmaster LP/UP,1
11426,Teacher (L P School) Gr I,1
11427,Headmaster LP/UP,1
11427,L P School Assistant,1
11427,Teacher (L P School) Gr II,3
11428,L P School Assistant,4
11429,P D Teacher (Senior Grade),2
11429,Teacher (L P School) Gr II,1
11430,Headmaster/Headmistress LP/UP,1
11430,Part Time Menial,1
11431,L P School Assistant (Sel.Gr),2
11431,Teacher (L P School) Gr II,1
11432,Headmaster LP/UP (HG),1
11432,Teacher (L P School) Gr II,1
11433,Headmaster LP/UP (HG),1
11433,Teacher (L P School)(Snr Gr),1
11434,Headmistress HG,1
11434,Teacher (L P School) Gr II,3
11434,Teacher (L P School)(Snr Gr),1
11435,L P School Assistant,4
11435,Teacher (LP/UP) - Arabic (Grade II),1
11436,Headmaster LP/UP (HG),1
11436,L P School Assistant (HG),1
11437,Headmaster LP/UP (HG),1
11437,L P School Assistant (HG),1
11437,Teacher (L P School) Gr I,1
11438,Headmaster LP/UP,1
11438,Teacher (L P School) Gr II,3
11438,Teacher (L P School)(Snr Gr),2
11439,Headmaster LP/UP (HG),1
11439,L P School Assistant,1
11439,L P School Assistant (Sel.Gr),1
11440,Teacher (L P School) Gr I,1
11440,Teacher (L P School)(Sel Gr),3
11441,Teacher (L P School)(Sel Gr),1
11441,Teacher (L P School)(Snr Gr),1
11442,Headmaster LP/UP (HG),1
11442,L P School Assistant (Sel.Gr),1
11446,Headmistress HG,1
11446,L P School Assistant (HG),2
11446,Teacher (L P School) Gr II,3
11447,Full time Arabic Teacher,1
11447,Headmaster LP/UP,1
11447,L P School Assistant,3
11447,L P School Assistant (HG),1
11447,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
11447,Teacher (L P School) Gr II,1
11448,Headmaster LP/UP (HG),1
11448,Teacher (L P School)(Snr Gr),4
11448,Teacher (LP/UP) - Arabic (Grade II),1
11449,Headmaster LP/UP,1
11449,L P School Assistant (HG),2
11449,L P School Assistant (Sel.Gr),1
11450,Headmaster/Headmistress LP/UP,1
11450,Office Attendant,1
11450,Part Time Junior Sanskrit Teacher,1
11450,Teacher (U P School) Gr II,1
11450,UP School Assistant,1
11451,Headmaster LP/UP,1
11451,Junior Hindi Teacher Gr II,1
11451,Office Attendant,1
11451,P D Teacher (Selection Grade),1
11451,Teacher (L P School) Gr II,2
11451,Teacher (L P School)(Snr Gr),1
11451,UP School Assistant,7
11451,UP School Assistant Gr I,1
11452,Headmaster LP/UP,1
11452,Teacher (L P School) Gr II,4
11452,Teacher (U P School) Gr II,2
11453,Headmaster LP/UP (HG),1
11453,Primary Teacher (Arabic) (Part Time with Full Time Benefit),2
11453,Teacher (LP/UP) - Hindi (Grade II),1
11453,UP School Assistant,1
11454,Office Attendant Gr II,1
11454,Primary Teacher (Hindi) (Part-Time),1
11454,Teacher (L P School) Gr II,5
11455,Headmaster LP/UP,1
11455,Office Attendant,1
11455,Teacher (L P School) Gr II,4
11456,L P School Assistant,1
11456,Office Attendant Gr II,1
11456,Teacher (L P School) Gr II,2
11456,Teacher (U P School) Gr II,1
11457,Headmaster LP/UP,1
11457,UP School Assistant,5
11458,L P School Assistant,2
11458,L P School Assistant (HG),3
11458,L P School Assistant HG,1
11458,Office Attendant,1
11458,P D Teacher (Senior Grade),6
11458,Teacher (L P School) Gr II,1
11458,Teacher (U P School) Gr II,1
11459,Headmaster LP/UP (HG),1
11459,Junior Arabic Teacher Gr II,1
11459,Primary Teacher (Hindi) (Part-Time),1
11459,Teacher (L P School) Gr II,1
11461,Full time Hindi  Teacher,1
11461,Headmaster LP/UP (HG),1
11461,Junior Hindi Teacher (Sr Gr),1
11461,L P School Assistant (Snr Gr),1
11461,Primary Teacher (Urdu) (Part Time),1
11461,Teacher (U P School) Gr II,1
11462,L P School Assistant,1
11462,L P School Assistant (HG),1
11462,Office Attendant Gr II,1
11462,Teacher (L P School) Gr II,1
11463,L P School Assistant,8
11463,LPSA(13210),1
11463,Lower Grade Arabic,1
