school_code,total_area_acre,solar_power,drinking_water,net_connectivity,total_class_room,multi_media_room,total_smart_class_room,little_kites,total_staff_room,computer_lab,science_lab,survey_number_s,total_no_of_computers_available_in_the_school,total_no_of_printers_available_in_the_school,first_aid_room,public_addressing_system,kitchen,cctv,store_book_stationary,tv_hall,canteen,rainwater_harvesting,land_obtained_for_establishing_school,play_ground,waste_management_system,autism_park,dining_hall,auditorium,indoor_stadium,students_police,music_class_room,activities,agricultural_activity,land_protected_by,toilet,she_toilet,no_of_toilets_for_boys,no_of_toilets_for_girls,no_of_urinals_for_boys,no_of_urinals_for_girls,parking_space,garden,transportation,hostel_facility,building_type,bio_gas,incinerator_facility,building_plinth_area,building_ownership,library,electrification
13961,079,No,Pub Tap & well,Yes,7.0,No,6.0,No,0.0,Yes,No,152/1B,8.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,Yes  Football,No,No,No,Yes,No,No,No,,No,Partially,Yes,No,1.0,2.0,2.0,2.0,No,Yes,School Bus,No,Pucaa,No,No,4250 SqFt,Owned,No,Yes
33258,1 acre,No,Others,Yes,8.0,No,0.0,Yes,1.0,No,No,232/1969,2.0,0.0,No,No,Yes,No,No,No,No,Yes,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,2.0,3.0,3.0,2.0,Yes,Yes,,No,Pucaa,Yes,No,3300sq.f,Owned,YesNo of books: 850,Yes
14744,0.82,No,Well,Yes,5.0,Yes,1.0,Yes,0.0,Yes,No,10/3,4.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,Yes,Yes,No,No,No,,Yes,Partially,Yes,No,0.0,1.0,3.0,3.0,No,Yes,,No,Pucaa,Yes,No,203sqm,Owned,YesNo of books: 810,Yes
38610,25.75 CENT,No,Well,No,4.0,Yes,1.0,No,1.0,No,No,320/5,3.0,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Donated by well wishers,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,0.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,2000SQFT,Owned,YesNo of books: 600,Yes
14852,148 cent,No,Well,Yes,8.0,No,1.0,No,0.0,No,No,1/49,4.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,2.0,6.0,1.0,0.0,No,Yes,,No,Pucca & Semi Pucca,No,Yes,4500 sq ft,Owned,YesNo of books: 2429,Yes
30414,1,No,Borewll,Yes,6.0,No,2.0,No,0.0,No,No,176/1,7.0,0.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,3.0,4.0,8.0,No,Yes,,No,Pucaa,No,No,150,Owned,YesNo of books: 430,Yes
47518,0.25,No,Well,Yes,6.0,Yes,1.0,Yes,1.0,Yes,No,"273/3,4",5.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,JRC,Yes,Partially,Yes,No,1.0,2.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,"200,m2",Owned,YesNo of books: 300,Yes
13020,1.63,No,Well,Yes,38.0,Yes,15.0,No,2.0,Yes,Yes,"75/1a,75/2,75/3a,75/3b(i),75/3",25.0,2.0,No,Yes,Yes,No,No,No,No,No,Government Owned,Yes  Football,Yes,No,Yes,No,No,No,No,JRC,Yes,Fully,Yes,Yes,5.0,31.0,13.0,0.0,Yes,No,,No,Pucaa,No,Yes,2866.14m2,Owned,YesNo of books: 8025,Yes
23438,1.5 acre,Yes,Well,Yes,7.0,No,1.0,Yes,1.0,Yes,No,XL1456,5.0,1.0,Yes,No,No,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,Yes,,Yes,Fully,Yes,Yes,7.0,8.0,7.0,8.0,Yes,Yes,School Bus,No,Pucaa,No,No,4500,Owned,YesNo of books: 500,Yes
17502,1,No,Well,No,8.0,Yes,1.0,No,1.0,Yes,No,312,5.0,0.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,No,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,2.0,3.0,No,Yes,,No,Semi Pucca,No,No,Cent,Owned,YesNo of books: 1000,Yes
45304,0.62Acre,No,Pub Tap & well,Yes,6.0,No,1.0,No,1.0,Yes,No,620/11,1.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,Yes,Yes,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,270.1sq.m,Owned,YesNo of books: 389,Yes
16751,10cent,No,Others,No,5.0,No,1.0,No,1.0,No,No,179/4,4.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,1300sqft,Owned,YesNo of books: 850,Yes
36053,5,No,Well,Yes,38.0,No,16.0,Yes,4.0,Yes,Yes,"5385,5387,5508,5509,5510,5511",20.0,4.0,Yes,Yes,Yes,No,No,Yes,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Partially,Yes,Yes,10.0,15.0,15.0,17.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,65000sq ft,Owned,YesNo of books: 1000,Yes
14432,0.35,No,Well,Yes,4.0,Yes,3.0,Yes,1.0,No,No,36/4,5.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,Yes,No,No,No,No,,Yes,Nil,Yes,No,2.0,2.0,0.0,0.0,Yes,Yes,,No,Pucaa,No,No,267  sqm,Owned,YesNo of books: 1036,Yes
22647,5 acre,No,Well,No,10.0,No,1.0,No,1.0,Yes,No,275/4,4.0,1.0,Yes,No,No,No,Yes,No,No,Yes,Owned by Manager,No,Yes,No,No,Yes,No,No,No,,No,Fully,Yes,Yes,3.0,3.0,2.0,2.0,Yes,Yes,,No,Pucaa,No,No,257. 878sq,Owned,YesNo of books: 400,Yes
37641,1.5,No,Well,Yes,7.0,No,0.0,No,0.0,No,No,114/2,1.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,1.0,2.0,No,Yes,,No,Pucaa,No,No,220,Owned,YesNo of books: 350,Yes
29336,2,No,Pub Tap & well,Yes,16.0,Yes,1.0,No,2.0,Yes,Yes,276/12/154,4.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,JRC,Yes,Partially,Yes,Yes,3.0,3.0,3.0,2.0,Yes,No,,No,Pucaa,No,No,115.824mtr,Owned,YesNo of books: 1100,Yes
33356,1 acre,No,Well,Yes,4.0,No,1.0,No,1.0,Yes,No,163/7,6.0,2.0,No,No,Yes,No,No,No,No,No,Government Owned,No,Yes,No,Yes,Yes,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,360sq.mtr,Owned,YesNo of books: 400,Yes
32302,61 CENT,No,Well,Yes,8.0,No,1.0,No,1.0,Yes,No,22_/17/16,7.0,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Government Owned,Yes  Badminton,Yes,No,Yes,Yes,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,1.0,2.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,820sqm,Owned,YesNo of books: 1316,Yes
23049,2.75,No,Well,Yes,32.0,Yes,18.0,No,3.0,Yes,Yes,"510/2,3,4,     518/1",31.0,7.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,Yes,No,NSS,Yes,Partially,Yes,Yes,6.0,7.0,33.0,11.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,4993 sq m,Owned,YesNo of books: 4500,Yes
12533,1,No,Borewll,Yes,5.0,No,1.0,No,1.0,Yes,No,"277/1A-,277/1A-21",6.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,4.0,6.0,4.0,6.0,No,Yes,,No,Pucaa,No,No,3500sq,Owned,YesNo of books: 600,Yes
37508,75 cent,No,Well,Yes,4.0,No,0.0,No,0.0,No,No,"19/5,19/6,19/7(1),19/7(2)",1.0,1.0,No,No,Yes,No,No,No,No,No,Government Owned,Yes  Football / Volleyball / Badminton,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,162.5sq/m,Owned,No,Yes
14238,21.50cent,No,Well,Yes,5.0,No,1.0,No,0.0,No,No,OS 63  RS21/1,5.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,193Sq.feet,Owned,YesNo of books: 425,Yes
20429,70cent,No,Well,Yes,4.0,No,2.0,No,1.0,No,No,79/7,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,157,Owned,YesNo of books: 1600,Yes
16263,1341.81 m2,No,Pub Tap & well,No,36.0,Yes,1.0,No,1.0,Yes,Yes,"NO;14,Survey No:137/41",21.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,No,No,No,No,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,No,4.0,4.0,4.0,4.0,Yes,Yes,School Bus,No,Pucaa,No,No,34.12ARE,Owned,YesNo of books: 1250,Yes
37429,0.5015,No,Well,Yes,14.0,No,1.0,No,1.0,No,Yes,214/10,14.0,0.0,No,Yes,Yes,No,Yes,No,No,Yes,Donated by well wishers,No,No,No,No,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,2.0,2.0,1.0,1.0,No,No,,No,Semi Pucca,Yes,No,6480 sq fe,Owned,YesNo of books: 2970,Yes
37235,one acre,No,Pub Tap & well,Yes,8.0,No,1.0,No,1.0,Yes,No,341/13,9.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,Yes,4.0,7.0,8.0,12.0,Yes,No,,No,Pucaa,No,No,421,Owned,YesNo of books: 421,Yes
37515,0.25,No,Public Tap,No,4.0,No,0.0,No,1.0,Yes,No,147/144,1.0,0.0,Yes,No,Yes,No,No,No,No,No,Donated by well wishers,Yes  Badminton,No,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,122.4 sqcm,Owned,YesNo of books: 430,Yes
24569,1.5Acre,No,Borewll,Yes,10.0,No,2.0,No,0.0,Yes,No,"138/1A,138/2,138/6,138/7",3.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,2.0,1.0,No,Yes,,No,Pucaa,No,No,0.50,Owned,YesNo of books: 1877,Yes
30204,0.35,No,Borewll,Yes,9.0,No,4.0,No,0.0,No,No,1/1,11.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Donated by well wishers,No,No,No,No,Yes,No,No,No,,Yes,Partially,Yes,No,2.0,2.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,4000,Owned,YesNo of books: 1423,Yes
21031,1.9557,Yes,Borewll,Yes,17.0,No,1.0,Yes,2.0,Yes,Yes,"146/10,147/1,175/1,175/2,175/3",17.0,1.0,No,No,Yes,Yes,No,No,Yes,No,Owned by Manager,Yes  Football,No,No,No,No,No,Yes,No,JRC,Yes,Fully,Yes,No,5.0,8.0,25.0,20.0,No,Yes,,No,Pucaa,No,Yes,11500,Owned,YesNo of books: 300,Yes
24334,52CENT,No,Well,Yes,5.0,No,1.0,No,1.0,Yes,Yes,"838/1,758,839/1,758",2.0,1.0,No,No,Yes,No,Yes,No,No,Yes,Donated by well wishers,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,5.0,5.0,0.0,0.0,Yes,Yes,,No,Semi Pucca,No,No,585Mtr,Owned,YesNo of books: 617,Yes
35307,0.37,No,Borewll,Yes,5.0,No,0.0,No,0.0,No,No,181/12,1.0,0.0,No,Yes,Yes,Yes,No,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,0.0,1.0,1.0,0.0,No,Yes,,No,Pucaa,Yes,No,362.15m sq,Owned,No,Yes
37646,1 Acre 15 Cent,No,Well,Yes,16.0,Yes,1.0,Yes,1.0,Yes,Yes,764/10,7.0,2.0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Owned by Manager,Yes  Football,No,No,No,Yes,Yes,No,Yes,,Yes,Fully,Yes,Yes,6.0,6.0,12.0,12.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,2125.44,Owned,YesNo of books: 2000,Yes
21814,1 Acre,No,Pub Tap & well,Yes,13.0,No,1.0,No,1.0,No,No,00/00,5.0,2.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,Yes  Badminton,Yes,Yes,Yes,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,2.0,2.0,Yes,Yes,,No,Semi Pucca,No,No,4800sqare,Owned,No,Yes
35206,3acre,No,Others,No,8.0,No,2.0,No,1.0,Yes,No,112/3,7.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Government Owned,Yes  Badminton,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,0.0,1.0,1.0,1.0,No,No,,No,Semi Pucca,No,No,580 m.sq,Owned,YesNo of books: 2000,Yes
28046,3 acres 24 cent,No,Well,Yes,14.0,No,12.0,No,2.0,Yes,Yes,"659/6,659/8,647/7B,664/9A,659/",15.0,4.0,No,No,Yes,No,No,No,No,No,Donated by well wishers,Yes  Badminton,No,No,No,Yes,No,No,No,JRC,No,Partially,Yes,Yes,4.0,5.0,8.0,10.0,No,No,,No,Pucaa,No,Yes,8000Sq.ft,Owned,YesNo of books: 4000,Yes
26103,1,No,Others,Yes,24.0,Yes,3.0,No,2.0,Yes,Yes,"55/6,86,76/1",40.0,3.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Donated by an Organization,Yes  Badminton,No,No,No,Yes,No,Yes,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,10.0,10.0,10.0,10.0,Yes,Yes,,No,Pucaa,No,No,36.48ares,Owned,YesNo of books: 3000,Yes
14641,29 CENT,No,Well,Yes,5.0,No,1.0,No,0.0,Yes,No,133/3/265/10,4.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,No,No,No,No,,No,Partially,Yes,No,2.0,1.0,0.0,0.0,Yes,Yes,,No,Pucaa,No,No,400,Owned,YesNo of books: 500,Yes
37406,0.338,No,Well,Yes,5.0,No,2.0,No,0.0,No,No,90/7,4.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,Yes,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,180sq.m,Owned,No,Yes
30221,1 AREA,No,Well,Yes,11.0,No,0.0,No,0.0,Yes,No,1/19,5.0,1.0,Yes,No,Yes,Yes,No,No,No,No,Owned by Manager,No,Yes,Yes,No,No,No,No,No,,Yes,Partially,Yes,No,3.0,3.0,8.0,8.0,No,Yes,School Bus,No,Semi Pucca,No,No,400 S.M,Owned,No,Yes
12204,4.94,No,Well,Yes,4.0,No,1.0,No,1.0,No,No,"RS253/9,253/10,238/1B-2A",4.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,470.98sq m,Owned,YesNo of books: 1771,Yes
30347,1,No,Pub Tap & well,No,4.0,No,0.0,No,0.0,No,No,209,2.0,0.0,No,No,Yes,No,Yes,No,No,No,Pvt. Management Handover to Govt.,Yes  Badminton,No,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,0.3acre,Owned,No,Yes
32026,5.5,No,Pub Tap & well,Yes,10.0,No,3.0,No,1.0,Yes,Yes,"377/1,378/1",8.0,2.0,No,Yes,Yes,Yes,Yes,No,No,No,Owned by Manager,Yes  Football,No,No,Yes,Yes,No,No,No,,Yes,Partially,Yes,No,4.0,4.0,3.0,3.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,1932sqm,Owned,YesNo of books: 5000,Yes
32242,1.5 acre,No,Well,No,12.0,Yes,1.0,No,1.0,Yes,Yes,392,5.0,1.0,No,Yes,Yes,No,No,No,No,No,Donated by well wishers,Yes  Football,Yes,No,Yes,No,No,No,Yes,,Yes,Fully,No,No,2.0,6.0,8.0,6.0,No,Yes,School Bus,No,Pucaa,No,No,9000,Owned,YesNo of books: 2500,Yes
13752,1.5,No,Well,Yes,7.0,No,1.0,No,1.0,Yes,Yes,292/1A,6.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,No,1.0,2.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,464.4 sq.m,Owned,YesNo of books: 1300,Yes
37615,1 acre,No,Public Tap,Yes,5.0,No,0.0,No,0.0,No,No,344/1-1,1.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,2.0,2.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,231sq.m,Owned,YesNo of books: 470,Yes
16436,8.5,No,Well,Yes,5.0,No,0.0,No,0.0,No,No,"28,1",2.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,Yes,1.0,1.0,0.0,0.0,No,No,,No,Pucaa,No,No,"15x6,6x7.3",Owned,YesNo of books: 480,Yes
14249,.17,No,Well,Yes,8.0,No,1.0,No,1.0,Yes,Yes,68/5,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,Yes,1.0,2.0,0.0,0.0,No,Yes,,No,Pucaa,No,No,3200square,Owned,YesNo of books: 950,Yes
13365,1.5 Acre,No,Well,Yes,12.0,No,1.0,No,1.0,Yes,Yes,18/2,5.0,1.0,No,Yes,Yes,Yes,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,5.0,5.0,0.0,Yes,No,School Bus,No,Pucaa,No,No,439.27 m2,Owned,YesNo of books: 1454,Yes
35318,0.20,No,Public Tap,Yes,7.0,No,1.0,No,0.0,Yes,No,276/11,5.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Nil,Yes,No,2.0,2.0,7.0,2.0,No,Yes,,No,Pucaa,No,No,3290sqft,Owned,YesNo of books: 1484,Yes
30327,one acre,Yes,Pub Tap & well,No,5.0,No,0.0,No,0.0,No,No,27/5,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,2.0,2.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,183.59,Owned,YesNo of books: 550,Yes
20205,0.5,No,Borewll,Yes,4.0,No,1.0,No,1.0,No,No,78/3B,9.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Semi Pucca,No,No,208 sqm,Owned,YesNo of books: 860,Yes
16510,.39,No,Well,Yes,4.0,No,4.0,No,1.0,No,No,46/6A3,4.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,4.0,4.0,Yes,Yes,,No,Pucaa,No,No,433.16m,Owned,YesNo of books: 519,Yes
28416,2.91,No,Pub Tap & well,Yes,9.0,Yes,3.0,Yes,2.0,Yes,Yes,"802/13,824/5b",12.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,Yes,,Yes,Fully,Yes,No,2.0,3.0,12.0,12.0,Yes,Yes,School Bus,No,Pucaa,No,No,10000sq.ft,Owned,YesNo of books: 500,Yes
20047,5.5,No,Well,Yes,92.0,Yes,1.0,Yes,3.0,Yes,Yes,"239/1,243/2,243/8",45.0,6.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Donated by well wishers,Yes  Football,Yes,No,No,Yes,No,No,No,"NSS,NCC & JRC",Yes,Fully,Yes,Yes,19.0,67.0,17.0,11.0,No,Yes,School Bus,No,Pucaa,No,Yes,5426.36 m2,Owned,YesNo of books: 5000,Yes
11321,10.94,No,Borewll,Yes,12.0,Yes,0.0,No,1.0,Yes,No,"893/1A,834/1A2,978/1,978/5",7.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,,No,Partially,Yes,Yes,3.0,3.0,6.0,6.0,No,No,School Bus,No,Pucaa,No,No,1 Acre,Owned,YesNo of books: 1000,Yes
36258,0.0251,No,Pub Tap & well,Yes,8.0,No,0.0,No,0.0,No,No,13/2,3.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,3200 Sqf,Owned,YesNo of books: 450,Yes
33204,1.58,No,Pub Tap & well,Yes,8.0,No,3.0,No,0.0,No,No,191,9.0,1.0,No,No,Yes,No,No,No,No,No,Donated by well wishers,Yes  Badminton,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,5.0,6.0,0.0,0.0,Yes,Yes,,No,Semi Pucca,No,Yes,3100,Owned,No,Yes
35319,1 acre,No,Public Tap,Yes,9.0,Yes,1.0,Yes,1.0,Yes,No,"420/6B,7C,7D",4.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,2.0,2.0,2.0,2.0,No,Yes,,No,Semi Pucca,No,No,4000 sq fe,Owned,YesNo of books: 581,Yes
21081,3.066,No,Well,Yes,49.0,Yes,2.0,Yes,3.0,Yes,Yes,"223/442,293/iB2",26.0,3.0,No,Yes,Yes,Yes,Yes,No,No,No,Government Owned,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,Yes,No,JRC,Yes,Fully,Yes,Yes,6.0,13.0,8.0,11.0,Yes,No,School Bus,No,Pucaa,Yes,Yes,2741.78,Owned,YesNo of books: 5160,Yes
24219,30 CENT,No,Well,Yes,6.0,No,1.0,No,1.0,Yes,No,"185/4B, 177/2A",3.0,0.0,No,No,Yes,No,Yes,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,5.0,5.0,No,Yes,,No,Semi Pucca,No,No,1568 Sq Ft,Owned,YesNo of books: 450,Yes
23451,78,No,Borewll,Yes,20.0,No,6.0,No,1.0,Yes,Yes,"167/5,167/6,167/7",13.0,1.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball,No,No,No,Yes,Yes,No,No,,Yes,Fully,Yes,Yes,2.0,6.0,9.0,2.0,Yes,Yes,School Bus,No,Pucaa,No,No,10380 S.f,Owned,YesNo of books: 1673,Yes
24092,3.32,No,Well,Yes,14.0,Yes,1.0,No,1.0,Yes,Yes,"389,390,528/1,2,3",8.0,4.0,Yes,Yes,Yes,No,Yes,No,No,No,Donated by an Organization,Yes  Football,Yes,No,No,Yes,No,No,Yes,Scouts & Guides,Yes,Fully,Yes,Yes,15.0,15.0,19.0,19.0,Yes,Yes,,No,Pucaa,No,Yes,6260*1985,Owned,YesNo of books: 600,Yes
32446,1.15,No,Well,Yes,7.0,No,1.0,No,1.0,Yes,Yes,85/1B,6.0,1.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Donated by well wishers,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,1.0,8.0,6.0,Yes,Yes,,No,Pucaa,No,No,617 sq.m,Owned,YesNo of books: 500,Yes
13733,20cents,No,Well,No,5.0,Yes,5.0,No,1.0,Yes,No,0000,5.0,0.0,No,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,3.0,0.0,Yes,No,,No,Pucaa,No,No,292,Owned,YesNo of books: 1600,Yes
35338,1.11,No,Borewll,Yes,44.0,No,10.0,Yes,2.0,Yes,No,214/4,45.0,1.0,Yes,No,Yes,Yes,Yes,No,No,No,Government Owned,No,No,No,No,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,No,8.0,32.0,12.0,0.0,No,Yes,School Bus,No,Pucca & Semi Pucca,No,No,1981.17,Owned,YesNo of books: 5600,Yes
21234,0.52,No,Pub Tap & well,Yes,10.0,No,1.0,No,2.0,Yes,No,257/A,7.0,1.0,No,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,6.0,6.0,No,No,,No,Pucaa,No,No,245 Sq  Mt,Owned,YesNo of books: 328,Yes
25108,3,No,Pub Tap & well,Yes,32.0,Yes,20.0,Yes,2.0,Yes,Yes,"403/4, 403/5, 403/6",25.0,2.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Donated by an Organization,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,4.0,25.0,15.0,15.0,Yes,Yes,,No,Pucaa,No,Yes,20000 S:Ft,Owned,YesNo of books: 10000,Yes
38030,3 Acre,No,Borewll,Yes,38.0,Yes,12.0,No,2.0,Yes,Yes,2/202,18.0,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,Yes,No,"NSS,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,5.0,9.0,25.0,32.0,Yes,Yes,School Bus,No,Pucaa,No,No,2220.64SqM,Owned,YesNo of books: 1200,Yes
21841,92 cent,No,Well,Yes,11.0,No,1.0,No,1.0,Yes,No,284/14A,5.0,1.0,No,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,2.0,2.0,Yes,Yes,,No,Pucaa,No,No,concreat,Owned,YesNo of books: 1200,Yes
33244,1.3,No,Pub Tap & well,Yes,18.0,No,1.0,No,1.0,Yes,No,22/8,4.0,2.0,Yes,Yes,Yes,No,No,Yes,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,Yes,No,No,No,,No,Fully,Yes,Yes,2.0,4.0,7.0,9.0,Yes,No,,No,Pucaa,No,No,14270.2sqf,Owned,YesNo of books: 2000,Yes
